Transaction ID,Type,Date,Period,Document Number,Status,Posting,Entity,Account Number,Account Name,Memo,Item,Item Description,Quantity,Unit of Measure,Unit Price,Currency,Exchange Rate to USD,Amount (Foreign),Tax Amount (Foreign),Net Amount (Foreign),Amount (USD),Subsidiary,Location,Department,Class,Terms,Payment Method,Created From
TXN-0003276,Invoice,2024-07-01,Jul 2024,INV-705406,Open,Yes,Cyberdyne Partners,4000,Revenue,Support plan,SKU-SUP-PREM,Premium Support,2.69,Month,1629.54,USD,1.0,6023.88,527.09,6550.97,6023.88,Enso UK,UK-South,Finance,SMB,Due on Receipt,,
TXN-0003277,Cash Sale,2024-07-28,Jul 2024,CAS-579335,Paid,Yes,Stark LLC,4200,Product Revenue,Support plan,SKU-TRNG-01,Admin Training,8.4,Hour,1056.89,USD,1.0,16006.83,1400.6,17407.43,16006.83,Enso UK,US-East,Finance,Mid-Market,,Wire,
TXN-0003278,Bank Deposit,2024-07-11,Jul 2024,BAN-780037,Deposited,Yes,Oracle,2000,Accounts Payable,Subscription,,,,,,USD,1.0,15120.73,0.0,15120.73,15120.73,Enso EU,UK-South,HR,SMB,,Check,
TXN-0003279,Customer Payment,2024-07-14,Jul 2024,CUS-639693,Deposited,Yes,Cyberdyne Corp,4000,Revenue,Cloud services,,,,,,USD,1.0,15687.57,0.0,15687.57,15687.57,Enso UK,EU-Central,R&D,SMB,,Check,
TXN-0003280,Item Receipt,2024-07-20,Jul 2024,ITE-879582,Received,Yes,Cloudflare,1200,Inventory,Monthly charge,SKU-SUP-PREM,Premium Support,6.24,Month,85.57,USD,1.0,6407.91,320.4,6728.31,6407.91,Enso US,UK-South,Marketing,Mid-Market,,,
TXN-0003281,Invoice,2024-07-30,Jul 2024,INV-400469,Paid In Full,Yes,Hooli Inc,4000,Revenue,Quarterly true-up,SKU-ENSO-TEAM,Enso Team License,1.47,Each,1170.51,USD,1.0,24934.05,2368.73,27302.78,24934.05,Enso UK,US-East,Sales,Mid-Market,Net 15,,
TXN-0003282,Invoice,2024-07-18,Jul 2024,INV-366073,Open,Yes,Globex LLC,4100,Services Revenue,License renewal,SKU-SUP-STD,Standard Support,8.57,Month,1495.24,USD,1.0,22646.37,1132.32,23778.69,22646.37,Enso US,EU-Central,HR,Mid-Market,Net 15,,
TXN-0003283,Expense Report,2024-07-08,Jul 2024,EXP-277042,Approved,Yes,Accenture,5000,COGS,Travel & meals,SKU-SUP-STD,Standard Support,1.75,Month,1360.12,USD,1.0,9893.16,494.66,10387.82,9893.16,Enso US,US-West,Finance,SMB,,,
TXN-0003284,Credit Memo,2024-07-30,Jul 2024,CRE-340546,Open,Yes,Tyrell Inc,4000,Revenue,Cloud services,SKU-ENSO-TEAM,Enso Team License,4.45,Each,1246.98,USD,1.0,-11156.79,0.0,-11156.79,-11156.79,Enso US,UK-South,HR,Mid-Market,,,
TXN-0003285,Vendor Payment,2024-07-07,Jul 2024,VEN-405489,Processed,Yes,Fastly,6100,R&D Expense,Travel & meals,,,,,,EUR,1.09,9905.75,0.0,9905.75,10797.27,Enso UK,US-West,R&D,Mid-Market,,Check,
TXN-0003286,Invoice,2024-07-08,Jul 2024,INV-521065,Partially Paid,Yes,Vehement Corp,4200,Product Revenue,Support plan,SKU-SUP-PREM,Premium Support,9.54,Month,1315.98,USD,1.0,15694.29,1490.96,17185.25,15694.29,Enso US,US-East,HR,Enterprise,Net 45,,
TXN-0003287,Customer Payment,2024-07-28,Jul 2024,CUS-692188,Undeposited,Yes,Soylent Partners,4100,Services Revenue,Hardware purchase,,,,,,GBP,1.27,4209.97,0.0,4209.97,5346.66,Enso UK,US-East,Marketing,Mid-Market,,ACH,
TXN-0003288,Item Receipt,2024-07-07,Jul 2024,ITE-609888,Received,Yes,Microsoft,1200,Inventory,Quarterly true-up,SKU-SUP-PREM,Premium Support,6.64,Month,1833.93,USD,1.0,561.87,28.09,589.96,561.87,Enso US,US-East,R&D,SMB,,,
TXN-0003289,Expense Report,2024-07-10,Jul 2024,EXP-636356,Pending Approval,Yes,Google Cloud,6200,G&A Expense,Subscription,SKU-ENSO-TEAM,Enso Team License,3.31,Each,1908.3,USD,1.0,4966.88,471.85,5438.73,4966.88,Enso UK,EU-Central,Sales,Enterprise,,,
TXN-0003290,Item Receipt,2024-07-25,Jul 2024,ITE-960534,Received,Yes,Cisco,1200,Inventory,Cloud services,SKU-ENSO-TEAM,Enso Team License,5.4,Each,1770.66,USD,1.0,4171.4,0.0,4171.4,4171.4,Enso UK,US-West,R&D,SMB,,,
TXN-0003291,Cash Sale,2024-07-11,Jul 2024,CAS-884465,Paid,Yes,Soylent Corp,4000,Revenue,Promotion credit,SKU-TRNG-01,Admin Training,5.9,Hour,136.39,USD,1.0,16658.91,0.0,16658.91,16658.91,Enso US,EU-Central,Finance,SMB,,Check,
TXN-0003292,Customer Payment,2024-07-01,Jul 2024,CUS-221069,Deposited,Yes,Umbrella Partners,4200,Product Revenue,Subscription,,,,,,USD,1.0,2128.33,0.0,2128.33,2128.33,Enso UK,EU-Central,HR,Enterprise,,Credit Card,
TXN-0003293,Vendor Credit,2024-07-19,Jul 2024,VEN-819904,Open,Yes,Microsoft,6000,Sales & Marketing,Cloud services,SKU-ENSO-PRO,Enso Pro License,5.2,Each,543.85,USD,1.0,-6953.24,0.0,-6953.24,-6953.24,Enso UK,US-East,R&D,Internal,,,
TXN-0003294,Expense Report,2024-07-16,Jul 2024,EXP-366745,Pending Approval,Yes,Deloitte,6200,G&A Expense,License renewal,SKU-SUP-STD,Standard Support,11.86,Month,1112.42,USD,1.0,1873.28,0.0,1873.28,1873.28,Enso US,US-East,R&D,Mid-Market,,,
TXN-0003295,Customer Payment,2024-07-10,Jul 2024,CUS-919260,Undeposited,Yes,Vehement Corp,4200,Product Revenue,Monthly charge,,,,,,EUR,1.09,3336.77,0.0,3336.77,3637.08,Enso US,EU-Central,Sales,Mid-Market,,Check,
TXN-0003296,Customer Payment,2024-07-27,Jul 2024,CUS-369003,Undeposited,Yes,Stark Inc,4100,Services Revenue,License renewal,,,,,,USD,1.0,4349.25,0.0,4349.25,4349.25,Enso UK,US-East,Operations,SMB,,Check,
TXN-0003297,Bill,2024-07-03,Jul 2024,BIL-923413,Open,Yes,Fastly,6000,Sales & Marketing,Subscription,SKU-SUP-PREM,Premium Support,7.81,Month,1419.57,EUR,1.09,9297.66,0.0,9297.66,10134.45,Enso EU,UK-South,Sales,SMB,Net 15,,
TXN-0003298,Vendor Payment,2024-07-27,Jul 2024,VEN-927455,Processed,Yes,KPMG,6000,Sales & Marketing,Training session,,,,,,USD,1.0,11038.68,0.0,11038.68,11038.68,Enso EU,EU-Central,R&D,Mid-Market,,Credit Card,
TXN-0003299,Vendor Payment,2024-07-23,Jul 2024,VEN-806352,Processed,Yes,Oracle,5000,COGS,Travel & meals,,,,,,USD,1.0,3352.83,0.0,3352.83,3352.83,Enso US,US-East,Operations,Enterprise,,Wire,
TXN-0003300,Bank Deposit,2024-07-23,Jul 2024,BAN-353726,Deposited,Yes,Microsoft,1100,Accounts Receivable,Hardware purchase,,,,,,USD,1.0,8548.27,0.0,8548.27,8548.27,Enso US,US-West,R&D,SMB,,Check,
TXN-0003301,Journal Entry,2024-07-03,Jul 2024,JOU-870321,Approved,Yes,KPMG,5000,COGS,Cloud services,,,,,,USD,1.0,19008.67,0.0,19008.67,19008.67,Enso US,UK-South,HR,Internal,,,
TXN-0003302,Expense Report,2024-07-01,Jul 2024,EXP-853844,Pending Approval,Yes,Fastly,6100,R&D Expense,Inventory receipt,SKU-ENSO-PRO,Enso Pro License,4.12,Each,730.86,EUR,1.09,10173.38,508.67,10682.05,11088.98,Enso EU,US-East,R&D,Enterprise,,,
TXN-0003303,Bill,2024-07-08,Jul 2024,BIL-619564,Open,Yes,Deloitte,6200,G&A Expense,Consulting services,SKU-TRNG-01,Admin Training,5.66,Hour,1024.14,USD,1.0,735.76,64.38,800.14,735.76,Enso EU,US-West,Marketing,Enterprise,Due on Receipt,,
TXN-0003304,Customer Payment,2024-07-20,Jul 2024,CUS-784940,Deposited,Yes,Aperture Corp,4200,Product Revenue,Hardware purchase,,,,,,USD,1.0,5539.95,0.0,5539.95,5539.95,Enso US,EU-Central,Operations,Internal,,Wire,
TXN-0003305,Invoice,2024-07-21,Jul 2024,INV-996825,Paid In Full,Yes,Vehement Corp,4100,Services Revenue,Consulting services,SKU-TRNG-01,Admin Training,4.28,Hour,2696.51,GBP,1.27,6860.17,600.26,7460.43,8712.42,Enso US,US-West,Sales,Enterprise,Net 15,,
TXN-0003306,Customer Payment,2024-07-24,Jul 2024,CUS-412862,Deposited,Yes,Globex LLC,4200,Product Revenue,Training session,,,,,,USD,1.0,16645.81,0.0,16645.81,16645.81,Enso UK,EU-Central,Operations,Mid-Market,,Check,
TXN-0003307,Credit Memo,2024-07-14,Jul 2024,CRE-338410,Open,Yes,Soylent LLC,4100,Services Revenue,Support plan,SKU-SUP-STD,Standard Support,8.84,Month,727.39,USD,1.0,-12644.18,0.0,-12644.18,-12644.18,Enso EU,US-West,Operations,Mid-Market,,,
TXN-0003308,Transfer,2024-07-14,Jul 2024,TRA-409060,Completed,Yes,Google Cloud,6100,R&D Expense,License renewal,,,,,,USD,1.0,38689.28,0.0,38689.28,38689.28,Enso EU,US-West,HR,Internal,,,
TXN-0003309,Bill,2024-07-31,Jul 2024,BIL-842521,Paid In Full,Yes,Cloudflare,6200,G&A Expense,Subscription,SKU-ENSO-TEAM,Enso Team License,4.19,Each,1405.63,EUR,1.09,9226.68,0.0,9226.68,10057.08,Enso US,UK-South,Finance,Mid-Market,Net 15,,
TXN-0003310,Cash Sale,2024-07-04,Jul 2024,CAS-914891,Paid,Yes,Wonka Corp,4200,Product Revenue,Subscription,SKU-TRNG-01,Admin Training,1.0,Hour,563.59,GBP,1.27,2339.37,222.24,2561.61,2971.0,Enso EU,EU-Central,Operations,Mid-Market,,Wire,
TXN-0003311,Bill,2024-07-07,Jul 2024,BIL-139338,Paid In Full,Yes,Cisco,6000,Sales & Marketing,Travel & meals,SKU-TRNG-01,Admin Training,6.79,Hour,1621.37,USD,1.0,1919.96,182.4,2102.36,1919.96,Enso EU,EU-Central,R&D,Internal,Due on Receipt,,
TXN-0003312,Item Receipt,2024-07-16,Jul 2024,ITE-452141,Received,Yes,Cisco,1200,Inventory,Hardware purchase,SKU-ENSO-TEAM,Enso Team License,6.09,Each,2287.31,USD,1.0,14820.19,1296.77,16116.96,14820.19,Enso EU,UK-South,Sales,Mid-Market,,,
TXN-0003313,Expense Report,2024-07-07,Jul 2024,EXP-926424,Approved,Yes,Fastly,6100,R&D Expense,Travel & meals,SKU-ENSO-PRO,Enso Pro License,1.57,Each,744.51,USD,1.0,13237.79,1257.59,14495.38,13237.79,Enso UK,US-East,HR,Mid-Market,,,
TXN-0003314,Journal Entry,2024-07-09,Jul 2024,JOU-950970,Approved,Yes,Fastly,1100,Accounts Receivable,Quarterly true-up,,,,,,GBP,1.27,19343.51,0.0,19343.51,24566.26,Enso US,US-East,HR,Internal,,,
TXN-0003315,Expense Report,2024-07-13,Jul 2024,EXP-819645,Pending Approval,Yes,Stripe,6100,R&D Expense,Training session,SKU-ENSO-TEAM,Enso Team License,9.88,Each,1348.52,USD,1.0,6885.88,602.51,7488.39,6885.88,Enso EU,UK-South,R&D,Enterprise,,,
TXN-0003316,Customer Payment,2024-07-25,Jul 2024,CUS-215625,Undeposited,Yes,Initech Corp,4100,Services Revenue,Consulting services,,,,,,USD,1.0,4860.92,0.0,4860.92,4860.92,Enso EU,EU-Central,Operations,Internal,,ACH,
TXN-0003317,Journal Entry,2024-07-11,Jul 2024,JOU-451192,Approved,Yes,Google Cloud,5000,COGS,Hardware purchase,,,,,,USD,1.0,17474.48,0.0,17474.48,17474.48,Enso US,US-East,Finance,Mid-Market,,,
TXN-0003318,Customer Payment,2024-07-31,Jul 2024,CUS-551288,Deposited,Yes,Cyberdyne LLC,4200,Product Revenue,Quarterly true-up,,,,,,USD,1.0,8604.92,0.0,8604.92,8604.92,Enso UK,US-West,HR,Internal,,ACH,
TXN-0003319,Journal Entry,2024-07-22,Jul 2024,JOU-880219,Approved,Yes,Zoom,5000,COGS,Travel & meals,,,,,,USD,1.0,38953.16,0.0,38953.16,38953.16,Enso US,EU-Central,Marketing,Internal,,,
TXN-0003320,Invoice,2024-07-10,Jul 2024,INV-286582,Open,Yes,Globex Corp,4000,Revenue,Hardware purchase,SKU-ENSO-PRO,Enso Pro License,5.44,Each,1317.01,GBP,1.27,7721.66,675.65,8397.31,9806.51,Enso US,US-East,Operations,Internal,Net 15,,
TXN-0003321,Expense Report,2024-07-04,Jul 2024,EXP-140724,Pending Approval,Yes,Cloudflare,5000,COGS,Consulting services,SKU-ENSO-PRO,Enso Pro License,4.95,Each,1241.67,EUR,1.09,1118.74,0.0,1118.74,1219.43,Enso US,EU-Central,Operations,Enterprise,,,
TXN-0003322,Cash Sale,2024-07-30,Jul 2024,CAS-222282,Paid,Yes,Aperture Inc,4100,Services Revenue,Cloud services,SKU-SUP-PREM,Premium Support,5.26,Month,2075.93,USD,1.0,13597.86,1189.81,14787.67,13597.86,Enso EU,US-East,R&D,Enterprise,,Wire,
TXN-0003323,Vendor Payment,2024-07-13,Jul 2024,VEN-389299,Processed,Yes,HP,5000,COGS,Travel & meals,,,,,,USD,1.0,11982.23,0.0,11982.23,11982.23,Enso EU,UK-South,HR,Internal,,ACH,
TXN-0003324,Vendor Payment,2024-07-07,Jul 2024,VEN-971755,Processed,Yes,KPMG,6100,R&D Expense,Cloud services,,,,,,USD,1.0,7596.66,0.0,7596.66,7596.66,Enso UK,US-West,Sales,Enterprise,,Check,
TXN-0003325,Bill,2024-07-19,Jul 2024,BIL-484188,Paid In Full,Yes,Stripe,6200,G&A Expense,Inventory receipt,SKU-SUP-PREM,Premium Support,4.14,Month,451.64,USD,1.0,1336.12,126.93,1463.05,1336.12,Enso UK,UK-South,Sales,Enterprise,Due on Receipt,,
TXN-0003326,Credit Memo,2024-07-18,Jul 2024,CRE-868211,Applied,Yes,Wayne Inc,4200,Product Revenue,Inventory receipt,SKU-TRNG-01,Admin Training,11.78,Hour,709.44,USD,1.0,-6515.95,0.0,-6515.95,-6515.95,Enso US,UK-South,Sales,Enterprise,,,
TXN-0003327,Bill,2024-07-07,Jul 2024,BIL-708428,Paid In Full,Yes,Fastly,6100,R&D Expense,Support plan,SKU-ENSO-TEAM,Enso Team License,9.74,Each,612.11,USD,1.0,2073.52,181.43,2254.95,2073.52,Enso US,US-East,Finance,Internal,Net 30,,
TXN-0003328,Item Receipt,2024-07-21,Jul 2024,ITE-328194,Received,Yes,Google Cloud,1200,Inventory,Cloud services,SKU-SUP-STD,Standard Support,6.99,Month,2080.61,USD,1.0,13047.28,1239.49,14286.77,13047.28,Enso US,US-East,Sales,Internal,,,
TXN-0003329,Bill,2024-07-14,Jul 2024,BIL-567818,Partially Paid,Yes,AWS,5000,COGS,Quarterly true-up,SKU-ENSO-PRO,Enso Pro License,8.75,Each,635.8,USD,1.0,2613.95,228.72,2842.67,2613.95,Enso US,UK-South,HR,SMB,Net 15,,
TXN-0003330,Invoice,2024-07-24,Jul 2024,INV-833103,Partially Paid,Yes,Initech Corp,4200,Product Revenue,License renewal,SKU-SUP-PREM,Premium Support,5.62,Month,1267.64,GBP,1.27,21877.9,1914.32,23792.22,27784.93,Enso EU,US-West,R&D,SMB,Net 15,,
TXN-0003331,Credit Memo,2024-07-09,Jul 2024,CRE-216227,Applied,Yes,Stark Inc,4000,Revenue,Inventory receipt,SKU-TRNG-01,Admin Training,5.43,Hour,1117.82,USD,1.0,-24802.62,0.0,-24802.62,-24802.62,Enso UK,US-West,Operations,Enterprise,,,
TXN-0003332,Journal Entry,2024-07-11,Jul 2024,JOU-913371,Approved,Yes,Zoom,4200,Product Revenue,License renewal,,,,,,USD,1.0,20126.78,0.0,20126.78,20126.78,Enso EU,US-West,Sales,Mid-Market,,,
TXN-0003333,Cash Sale,2024-07-06,Jul 2024,CAS-328495,Paid,Yes,Tyrell Partners,4200,Product Revenue,Consulting services,SKU-SUP-PREM,Premium Support,1.97,Month,1291.09,GBP,1.27,10939.91,1039.29,11979.2,13893.69,Enso US,US-West,Sales,Internal,,ACH,
TXN-0003334,Invoice,2024-07-20,Jul 2024,INV-511775,Paid In Full,Yes,Stark Corp,4200,Product Revenue,Cloud services,SKU-SUP-STD,Standard Support,1.99,Month,572.08,GBP,1.27,8031.3,762.97,8794.27,10199.75,Enso EU,US-West,HR,Mid-Market,Net 30,,
TXN-0003335,Vendor Payment,2024-07-03,Jul 2024,VEN-688563,Processed,Yes,Cloudflare,5000,COGS,Travel & meals,,,,,,USD,1.0,10021.55,0.0,10021.55,10021.55,Enso UK,US-East,Operations,SMB,,Wire,
TXN-0003336,Bank Deposit,2024-07-18,Jul 2024,BAN-231982,Deposited,Yes,Cloudflare,6000,Sales & Marketing,Cloud services,,,,,,USD,1.0,40943.82,0.0,40943.82,40943.82,Enso UK,US-East,Operations,SMB,,ACH,
TXN-0003337,Invoice,2024-07-05,Jul 2024,INV-489954,Partially Paid,Yes,Globex Inc,4100,Services Revenue,Training session,SKU-ENSO-PRO,Enso Pro License,8.51,Each,1192.84,USD,1.0,13001.51,1137.63,14139.14,13001.51,Enso UK,US-West,R&D,Mid-Market,Net 45,,
TXN-0003338,Credit Memo,2024-07-12,Jul 2024,CRE-698189,Open,Yes,Tyrell LLC,4100,Services Revenue,Travel & meals,SKU-ENSO-PRO,Enso Pro License,1.32,Each,133.34,USD,1.0,-3018.03,0.0,-3018.03,-3018.03,Enso US,US-East,Sales,Internal,,,
TXN-0003339,Invoice,2024-07-07,Jul 2024,INV-141027,Open,Yes,Acme Corp,4100,Services Revenue,License renewal,SKU-SUP-PREM,Premium Support,2.12,Month,38.76,EUR,1.09,20972.39,0.0,20972.39,22859.91,Enso EU,UK-South,R&D,SMB,Net 15,,
TXN-0003340,Bill,2024-07-13,Jul 2024,BIL-121787,Partially Paid,Yes,KPMG,6000,Sales & Marketing,Quarterly true-up,SKU-ENSO-TEAM,Enso Team License,3.96,Each,1096.89,USD,1.0,1692.44,0.0,1692.44,1692.44,Enso EU,EU-Central,HR,SMB,Net 30,,
TXN-0003341,Vendor Payment,2024-07-17,Jul 2024,VEN-641609,Processed,Yes,Fastly,6000,Sales & Marketing,Subscription,,,,,,USD,1.0,9034.82,0.0,9034.82,9034.82,Enso US,EU-Central,Sales,Enterprise,,ACH,
TXN-0003342,Customer Payment,2024-07-23,Jul 2024,CUS-190750,Deposited,Yes,Vehement LLC,4000,Revenue,Inventory receipt,,,,,,USD,1.0,22784.28,0.0,22784.28,22784.28,Enso EU,US-East,Operations,SMB,,Credit Card,
TXN-0003343,Invoice,2024-07-25,Jul 2024,INV-195464,Partially Paid,Yes,Tyrell Corp,4000,Revenue,Promotion credit,SKU-TRNG-01,Admin Training,8.13,Hour,2048.81,USD,1.0,22612.0,1130.6,23742.6,22612.0,Enso US,EU-Central,HR,Enterprise,Net 45,,
TXN-0003344,Vendor Payment,2024-07-18,Jul 2024,VEN-308031,Processed,Yes,HP,6100,R&D Expense,Quarterly true-up,,,,,,USD,1.0,14669.71,0.0,14669.71,14669.71,Enso US,US-East,Finance,Internal,,Check,
TXN-0003345,Journal Entry,2024-07-09,Jul 2024,JOU-539863,Approved,Yes,HP,5100,Freight Out,Promotion credit,,,,,,USD,1.0,40203.46,0.0,40203.46,40203.46,Enso EU,US-West,R&D,SMB,,,
TXN-0003346,Journal Entry,2024-07-06,Jul 2024,JOU-229288,Posted,Yes,Oracle,6100,R&D Expense,Hardware purchase,,,,,,USD,1.0,14021.1,0.0,14021.1,14021.1,Enso UK,US-West,Operations,SMB,,,
TXN-0003347,Expense Report,2024-07-31,Jul 2024,EXP-932421,Approved,Yes,KPMG,6000,Sales & Marketing,Inventory receipt,SKU-TRNG-01,Admin Training,6.16,Hour,1878.72,GBP,1.27,14523.06,0.0,14523.06,18444.29,Enso US,EU-Central,HR,SMB,,,
TXN-0003348,Bill,2024-07-05,Jul 2024,BIL-855503,Paid In Full,Yes,Accenture,6100,R&D Expense,Inventory receipt,SKU-SUP-STD,Standard Support,2.63,Month,1435.39,USD,1.0,14894.2,1303.24,16197.44,14894.2,Enso US,EU-Central,Operations,Mid-Market,Net 15,,
TXN-0003349,Credit Memo,2024-07-29,Jul 2024,CRE-642762,Applied,Yes,Acme LLC,4100,Services Revenue,Travel & meals,SKU-TRNG-01,Admin Training,1.0,Hour,922.85,USD,1.0,-2175.25,0.0,-2175.25,-2175.25,Enso UK,US-East,Marketing,Enterprise,,,
TXN-0003350,Customer Payment,2024-07-27,Jul 2024,CUS-348558,Deposited,Yes,Vehement Inc,4200,Product Revenue,Travel & meals,,,,,,GBP,1.27,18609.95,0.0,18609.95,23634.64,Enso UK,US-West,Sales,SMB,,ACH,
TXN-0003351,Bill,2024-07-25,Jul 2024,BIL-423023,Partially Paid,Yes,Microsoft,6000,Sales & Marketing,Inventory receipt,SKU-SUP-PREM,Premium Support,3.61,Month,1093.13,USD,1.0,13091.52,654.58,13746.1,13091.52,Enso EU,US-East,HR,Mid-Market,Due on Receipt,,
TXN-0003352,Item Receipt,2024-07-14,Jul 2024,ITE-201728,Received,Yes,Cloudflare,1200,Inventory,Training session,SKU-SUP-PREM,Premium Support,1.58,Month,655.48,USD,1.0,13709.34,0.0,13709.34,13709.34,Enso US,UK-South,Finance,Mid-Market,,,
TXN-0003353,Vendor Payment,2024-07-11,Jul 2024,VEN-453366,Processed,Yes,Stripe,6100,R&D Expense,Travel & meals,,,,,,USD,1.0,14779.71,0.0,14779.71,14779.71,Enso EU,EU-Central,Sales,Enterprise,,Credit Card,
TXN-0003354,Invoice,2024-07-17,Jul 2024,INV-994591,Partially Paid,Yes,Soylent Corp,4200,Product Revenue,Cloud services,SKU-ENSO-TEAM,Enso Team License,6.59,Each,294.46,USD,1.0,7255.7,362.78,7618.48,7255.7,Enso US,EU-Central,Marketing,Internal,Due on Receipt,,
TXN-0003355,Vendor Payment,2024-07-27,Jul 2024,VEN-955233,Processed,Yes,Cloudflare,5000,COGS,Training session,,,,,,USD,1.0,14494.44,0.0,14494.44,14494.44,Enso UK,US-West,R&D,SMB,,Check,
TXN-0003356,Customer Payment,2024-07-21,Jul 2024,CUS-488937,Undeposited,Yes,Soylent Inc,4200,Product Revenue,Training session,,,,,,USD,1.0,13195.53,0.0,13195.53,13195.53,Enso EU,EU-Central,Marketing,Internal,,Check,
TXN-0003357,Vendor Credit,2024-07-15,Jul 2024,VEN-815111,Applied,Yes,Dell,6200,G&A Expense,Monthly charge,SKU-TRNG-01,Admin Training,3.14,Hour,1347.19,USD,1.0,-2048.14,0.0,-2048.14,-2048.14,Enso EU,US-West,Sales,Internal,,,
TXN-0003358,Customer Payment,2024-07-02,Jul 2024,CUS-613634,Deposited,Yes,Hooli Partners,4200,Product Revenue,Travel & meals,,,,,,USD,1.0,20687.0,0.0,20687.0,20687.0,Enso US,UK-South,Marketing,Internal,,Wire,
TXN-0003359,Bank Deposit,2024-07-25,Jul 2024,BAN-495363,Deposited,Yes,Cloudflare,4100,Services Revenue,License renewal,,,,,,USD,1.0,2735.02,0.0,2735.02,2735.02,Enso EU,EU-Central,Sales,Enterprise,,Check,
TXN-0003360,Bank Deposit,2024-07-11,Jul 2024,BAN-970614,Deposited,Yes,Fastly,6000,Sales & Marketing,Cloud services,,,,,,USD,1.0,32782.6,0.0,32782.6,32782.6,Enso EU,US-East,HR,Mid-Market,,ACH,
TXN-0003361,Invoice,2024-07-14,Jul 2024,INV-639843,Partially Paid,Yes,Massive Dynamic Partners,4100,Services Revenue,Promotion credit,SKU-TRNG-01,Admin Training,7.07,Hour,1269.15,USD,1.0,7820.69,684.31,8505.0,7820.69,Enso UK,US-East,Operations,Mid-Market,Net 15,,
TXN-0003362,Invoice,2024-07-01,Jul 2024,INV-899742,Partially Paid,Yes,Wonka LLC,4100,Services Revenue,Training session,SKU-ENSO-PRO,Enso Pro License,7.49,Each,471.75,EUR,1.09,17548.34,1535.48,19083.82,19127.69,Enso EU,UK-South,Finance,Enterprise,Net 45,,
TXN-0003363,Invoice,2024-07-29,Jul 2024,INV-983333,Open,Yes,Globex Corp,4200,Product Revenue,Subscription,SKU-ENSO-PRO,Enso Pro License,4.97,Each,2063.66,USD,1.0,24845.91,2360.36,27206.27,24845.91,Enso US,US-East,Marketing,SMB,Due on Receipt,,
TXN-0003364,Expense Report,2024-07-28,Jul 2024,EXP-503311,Approved,Yes,Deloitte,5000,COGS,Subscription,SKU-ENSO-TEAM,Enso Team License,3.17,Each,363.97,USD,1.0,8377.76,0.0,8377.76,8377.76,Enso EU,US-East,HR,SMB,,,
TXN-0003365,Customer Payment,2024-07-01,Jul 2024,CUS-964830,Deposited,Yes,Tyrell Corp,4100,Services Revenue,Travel & meals,,,,,,USD,1.0,15556.0,0.0,15556.0,15556.0,Enso EU,UK-South,HR,Mid-Market,,Credit Card,
TXN-0003366,Customer Payment,2024-07-25,Jul 2024,CUS-890514,Deposited,Yes,Tyrell Inc,4100,Services Revenue,Travel & meals,,,,,,USD,1.0,11696.32,0.0,11696.32,11696.32,Enso US,US-West,Operations,Mid-Market,,ACH,
TXN-0003367,Bill,2024-07-23,Jul 2024,BIL-981991,Paid In Full,Yes,Dell,6000,Sales & Marketing,Promotion credit,SKU-TRNG-01,Admin Training,7.51,Hour,1852.77,USD,1.0,1672.82,146.37,1819.19,1672.82,Enso US,US-East,Operations,Mid-Market,Due on Receipt,,
TXN-0003368,Transfer,2024-07-06,Jul 2024,TRA-511953,Completed,Yes,Oracle,4100,Services Revenue,License renewal,,,,,,USD,1.0,13104.63,0.0,13104.63,13104.63,Enso UK,EU-Central,HR,SMB,,,
TXN-0003369,Cash Sale,2024-07-24,Jul 2024,CAS-371671,Paid,Yes,Tyrell Corp,4100,Services Revenue,License renewal,SKU-ENSO-TEAM,Enso Team License,5.51,Each,1122.56,USD,1.0,18606.67,1628.08,20234.75,18606.67,Enso US,US-East,Operations,Mid-Market,,Credit Card,
TXN-0003370,Vendor Payment,2024-07-27,Jul 2024,VEN-144551,Processed,Yes,Accenture,6000,Sales & Marketing,Quarterly true-up,,,,,,USD,1.0,11960.11,0.0,11960.11,11960.11,Enso EU,UK-South,Operations,SMB,,Wire,
TXN-0003371,Vendor Payment,2024-07-13,Jul 2024,VEN-925014,Processed,Yes,Dell,6000,Sales & Marketing,Training session,,,,,,USD,1.0,6979.94,0.0,6979.94,6979.94,Enso EU,US-East,Sales,Mid-Market,,Credit Card,
TXN-0003372,Vendor Credit,2024-07-20,Jul 2024,VEN-588695,Applied,Yes,Google Cloud,5000,COGS,Support plan,SKU-TRNG-01,Admin Training,3.99,Hour,357.62,USD,1.0,-5850.4,0.0,-5850.4,-5850.4,Enso US,US-East,Operations,Enterprise,,,
TXN-0003373,Vendor Credit,2024-07-25,Jul 2024,VEN-801008,Open,Yes,Deloitte,6100,R&D Expense,Monthly charge,SKU-SUP-STD,Standard Support,7.8,Month,2468.95,EUR,1.09,-7349.86,0.0,-7349.86,-8011.35,Enso EU,US-East,Marketing,Mid-Market,,,
TXN-0003374,Vendor Payment,2024-07-11,Jul 2024,VEN-966677,Processed,Yes,Accenture,5000,COGS,Hardware purchase,,,,,,USD,1.0,8418.78,0.0,8418.78,8418.78,Enso EU,US-East,HR,Mid-Market,,Check,
TXN-0003375,Invoice,2024-07-19,Jul 2024,INV-971594,Partially Paid,Yes,Wonka LLC,4100,Services Revenue,Promotion credit,SKU-TRNG-01,Admin Training,3.53,Hour,1026.72,USD,1.0,7952.43,0.0,7952.43,7952.43,Enso EU,UK-South,Finance,Enterprise,Net 15,,
